DEBUG 2018-03-24 22:36:29[6820] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-24 22:36:29[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17819492, lParam=0
DEBUG 2018-03-24 22:36:41[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=113, wParam=17815032, lParam=0
DEBUG 2018-03-24 22:36:41[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=2, lParam=0
DEBUG 2018-03-24 22:36:42[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=3, lParam=0
DEBUG 2018-03-24 22:36:42[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=4, lParam=0
DEBUG 2018-03-24 22:36:42[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=5, lParam=0
DEBUG 2018-03-24 22:36:43[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=6, lParam=0
DEBUG 2018-03-24 22:36:43[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817172, lParam=0
DEBUG 2018-03-24 22:36:43[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=0, lParam=17817160
DEBUG 2018-03-24 22:36:43[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=6, lParam=0
DEBUG 2018-03-24 22:36:45[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=7, lParam=0
DEBUG 2018-03-24 22:36:50[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=6, lParam=0
DEBUG 2018-03-24 22:36:52[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=7, lParam=0
DEBUG 2018-03-24 22:36:53[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=6, lParam=0
DEBUG 2018-03-24 22:36:53[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=4, lParam=0
DEBUG 2018-03-24 22:36:54[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=3, lParam=0
DEBUG 2018-03-24 22:36:54[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=2, lParam=0
DEBUG 2018-03-24 22:36:54[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=1, lParam=0
DEBUG 2018-03-24 22:36:55[6820] : CDuiHandlerMain::OnDuiMessage:uID=1207, name=tabctrl.360, msg=1, wParam=0, lParam=0
DEBUG 2018-03-24 22:36:57[6820] : CDuiHandlerMain::OnDuiMessage:uID=1213, name=, msg=1, wParam=0, lParam=0
DEBUG 2018-03-24 22:36:57[6820] : CDuiHandlerMain::OnDuiMessage:uID=1213, name=, msg=2, wParam=0, lParam=0
DEBUG 2018-03-24 22:36:57[6820] : CDuiHandlerMain::OnDuiMessage:uID=1213, name=, msg=1, wParam=0, lParam=0
DEBUG 2018-03-24 22:36:57[6820] : CDuiHandlerMain::OnDuiMessage:uID=1213, name=, msg=2, wParam=0, lParam=0
DEBUG 2018-03-24 22:36:57[6820] : CDuiHandlerMain::OnDuiMessage:uID=1213, name=, msg=1, wParam=0, lParam=0
DEBUG 2018-03-24 22:36:57[6820] : CDuiHandlerMain::OnDuiMessage:uID=1213, name=, msg=2, wParam=0, lParam=0
DEBUG 2018-03-24 22:37:00[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=17820512, lParam=0
DEBUG 2018-03-24 22:37:01[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=17822568, lParam=0
DEBUG 2018-03-24 22:37:01[6820] : CDuiHandlerMain::OnDuiMessage:uID=1087, name=edit1, msg=19, wParam=0, lParam=0
DEBUG 2018-03-24 22:37:01[6820] : CDuiHandlerMain::OnDuiMessage:uID=1087, name=edit1, msg=19, wParam=0, lParam=0
DEBUG 2018-03-24 22:37:01[6820] : CDuiHandlerMain::OnDuiMessage:uID=1187, name=tabctrl.browser, msg=1, wParam=1, lParam=0
DEBUG 2018-03-24 22:37:01[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=17817288, lParam=0
DEBUG 2018-03-24 22:37:02[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=0, lParam=0
DEBUG 2018-03-24 22:37:02[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=17822568, lParam=0
DEBUG 2018-03-24 22:37:03[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=1, lParam=0
DEBUG 2018-03-24 22:37:04[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=2, lParam=0
DEBUG 2018-03-24 22:37:04[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=3, lParam=0
DEBUG 2018-03-24 22:37:04[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=4, lParam=0
DEBUG 2018-03-24 22:37:05[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=5, lParam=0
DEBUG 2018-03-24 22:37:05[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=6, lParam=0
DEBUG 2018-03-24 22:37:06[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817172, lParam=0
DEBUG 2018-03-24 22:37:06[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=0, lParam=17817160
DEBUG 2018-03-24 22:37:06[6820] : CDuiHandlerMain::OnDuiMessage:uID=1237, name=tabctrl.360, msg=1, wParam=5, lParam=0
DEBUG 2018-03-24 22:37:09[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=290, wParam=17820176, lParam=0
DEBUG 2018-03-24 22:37:09[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=17815376, lParam=0
DEBUG 2018-03-24 22:37:09[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=17820240, lParam=0
DEBUG 2018-03-24 22:37:10[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=17812448, lParam=0
DEBUG 2018-03-24 22:37:10[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=17806416, lParam=0
DEBUG 2018-03-24 22:37:10[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=17811280, lParam=0
DEBUG 2018-03-24 22:37:11[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=17806416, lParam=0
DEBUG 2018-03-24 22:37:11[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=17811280, lParam=0
DEBUG 2018-03-24 22:37:11[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=17806416, lParam=0
DEBUG 2018-03-24 22:37:11[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=17811280, lParam=0
DEBUG 2018-03-24 22:37:16[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=17813624, lParam=0
DEBUG 2018-03-24 22:37:17[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=17811176, lParam=0
DEBUG 2018-03-24 22:37:17[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=102, wParam=17820240, lParam=0
DEBUG 2018-03-24 22:37:17[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=17815320, lParam=0
DEBUG 2018-03-24 22:37:17[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=17815376, lParam=0
DEBUG 2018-03-24 22:37:17[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=104, wParam=17820748, lParam=0
DEBUG 2018-03-24 22:37:17[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=17820152, lParam=0
DEBUG 2018-03-24 22:37:17[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=259, wParam=17820752, lParam=0
DEBUG 2018-03-24 22:37:17[6820] : CDuiHandlerMain::OnDuiMessage:uID=1087, name=edit1, msg=19, wParam=0, lParam=0
DEBUG 2018-03-24 22:37:18[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=105, wParam=17822568, lParam=0
DEBUG 2018-03-24 22:37:18[6820] : CDuiHandlerMain::OnDuiMessage:uID=1189, name=ie_ctrl, msg=108, wParam=17822712, lParam=0
DEBUG 2018-03-24 22:37:18[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=3, lParam=0
DEBUG 2018-03-24 22:37:19[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=2, lParam=0
DEBUG 2018-03-24 22:37:19[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=1, lParam=0
DEBUG 2018-03-24 22:37:20[6820] : CDuiHandlerMain::OnDuiMessage:uID=1030, name=tabctrl.main, msg=1, wParam=0, lParam=0
DEBUG 2018-03-24 22:37:24[6820] : CDuiHandlerMain::OnDuiMessage:uID=1087, name=edit1, msg=19, wParam=0, lParam=0
DEBUG 2018-03-24 22:37:24[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17815460, lParam=0
DEBUG 2018-03-24 22:37:24[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=0, lParam=17815448
DEBUG 2018-03-24 22:37:28[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=3, wParam=2, lParam=17817820
DEBUG 2018-03-24 22:37:28[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817536, lParam=0
DEBUG 2018-03-24 22:37:28[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=17817500
DEBUG 2018-03-24 22:37:28[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817536, lParam=0
DEBUG 2018-03-24 22:37:28[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=17817500
DEBUG 2018-03-24 22:37:29[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=3, wParam=2, lParam=17817820
DEBUG 2018-03-24 22:37:29[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817536, lParam=0
DEBUG 2018-03-24 22:37:29[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=17817500
DEBUG 2018-03-24 22:37:29[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817536, lParam=0
DEBUG 2018-03-24 22:37:29[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=17817500
DEBUG 2018-03-24 22:37:30[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=3, wParam=2, lParam=17817820
DEBUG 2018-03-24 22:37:30[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817536, lParam=0
DEBUG 2018-03-24 22:37:31[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=17817500
DEBUG 2018-03-24 22:37:31[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817536, lParam=0
DEBUG 2018-03-24 22:37:31[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=17817500
DEBUG 2018-03-24 22:37:31[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=3, wParam=2, lParam=17817820
DEBUG 2018-03-24 22:37:31[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817536, lParam=0
DEBUG 2018-03-24 22:37:31[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=17817500
DEBUG 2018-03-24 22:37:31[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=1, wParam=17817536, lParam=0
DEBUG 2018-03-24 22:37:31[6820] : CDuiHandlerMain::OnDuiMessage:uID=905, name=skin.wnd, msg=2, wParam=2, lParam=17817500
DEBUG 2018-03-24 23:50:21[6820] : CDuiHandlerMain::OnDuiMessage:uID=800, name=tray.icon, msg=2, wParam=0, lParam=0
DEBUG 2018-03-24 23:50:22[6820] : CDuiHandlerMain::OnDuiMessage:uID=800, name=tray.icon, msg=2, wParam=0, lParam=0
DEBUG 2018-03-28 13:50:48[7452] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[10784] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[1532] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[4316] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[10636] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[10784] : ------------------End-------------------
DEBUG 2018-03-28 13:50:48[6524] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[5836] : ------------------DuiVision??????-2.8.0.1 Start-------------------
DEBUG 2018-03-28 13:50:48[4316] : ------------------End-------------------
